,name,percent_positive_reviews
5976,Valley,91.0
5978,Blues and Bullets,65.0
5980,Thea: The Awakening,91.0
5984,Police Tactics: Imperio,64.0
5988,Project CARS 2,71.0
5990,Wayward,84.0
5997,Polynomial 2 - Universe of the Music,86.0
5998,Kingdom Come: Deliverance,76.0
6003,Bloo Kid 2,93.0
6004,DOOM,93.0
6007,Mahjong Pretty Girls Battle : School Girls Edition,64.0
6008,Panzermadels: Tank Dating Simulator,92.0
6011,Three Heroes,69.0
6014,The Secret of Tremendous Corporation,81.0
6015,STASIS,81.0
6017,Hover Junkers,66.0
6018,Tap Tap Infinity,74.0
6022,SpaceCorn,61.0
6023,Fishing Planet,76.0
6025,Final Approach,95.0
6028,Anima Gate of Memories,69.0
6031,Teeworlds,88.0
6038,Sky Rogue,92.0
6040,The Men of Yoshiwara: Kikuya,84.0
6041,Shoppe Keep,62.0
6043,Cruel Arena,68.0
6045,Edengrad,55.0
6046,Dead by Daylight,76.0
6049,Orion Trail,69.0
6054,Epic Cards Battle(TCG),51.0
6057,Allods Online RU,59.0
6058,RC Simulation 2.0,62.0
6059,80 Days,91.0
6062,Koala Kids,88.0
6067,Trials on Tatooine,81.0
6068,Mindshow,96.0
6069,Eon Altar,88.0
6071,Action Alien,50.0
6072,Dungeon Nightmares II : The Memory,81.0
6073,Virtual Desktop,70.0
6074,Journey To The Center Of The Earth,67.0
6076,SKYHILL,73.0
6080,8Bit Fiesta,92.0
6082,Kidnapped,57.0
6083,Eco,75.0
6086,Devil's Bluff,63.0
6087,John Wick Chronicles,65.0
6088,The Amber Throne,81.0
6089,E.T. Armies,49.0
6091,Relic Hunters Zero,94.0
6094,FINAL FANTASY V,71.0
6095,FINAL FANTASY VI,77.0
6099,Sakura Clicker,84.0
6101,Empyrion - Galactic Survival,80.0
6102,Dead Island Definitive Edition,71.0
6103,Dead Island: Riptide Definitive Edition,66.0
6105,Dungeon Souls,74.0
6107,Hue,94.0
6108,Star Chronicles: Delta Quadrant,62.0
6109,Sound of Drop - fall into poison -,89.0
6114,Flesh Eaters,72.0
6119,Mu Complex,84.0
6125,The Ship: Remasted,60.0
6128,Nimbatus - The Space Drone Constructor,85.0
6129,Firewatch,86.0
6130,Doorways: Holy Mountains of Flesh,85.0
6132,Machina of the Planet Tree -Planet Ruler-,82.0
6133,Rivals of Aether,88.0
6134,Cross of the Dutchman,74.0
6136,Florensia,60.0
6138,Industry Manager: Future Technologies,60.0
6141,Pathologic Classic HD,85.0
6143,Prominence Poker,79.0
6144,ABZU,93.0
6149,Mute Crimson+,89.0
6150,CPUCores :: Maximize Your FPS,73.0
6151,Dead In Bermuda,76.0
6154,Fingered,76.0
6156,NECROPOLIS: BRUTAL EDITION,66.0
6157,Zombie Party,87.0
6158,Painters Guild,66.0
6159,Zanzarah: The Hidden Portal,66.0
6161,Aviary Attorney,95.0
6163,MechaNika,93.0
6166,CAT Interstellar,70.0
6167,EVEREST VR™,48.0
6176,Vengeance,84.0
6178,Battle for Blood - Epic battles within 30 seconds!,73.0
6182,Atonement: Scourge of Time,71.0
6189,Ultimate Arena,82.0
6190,Paint it Back,99.0
6191,Lamia Must Die,63.0
6192,Jet Racing Extreme: The First Encounter,69.0
6194,Stray Cat Crossing,92.0
6197,Radiator 2: Anniversary Edition,86.0
6198,Planet Centauri,82.0
6200,Weapons Genius,42.0
6204,Астролорды: Облако Оорта,68.0
6205,Shadow Complex Remastered,84.0
6207,Lethal RPG: War,79.0
6212,INK,83.0
6213,WWE 2K16,63.0
6214,NBA 2K17,53.0
6215,Time Clickers,89.0
6216,NEKOPARA Vol. 0,94.0
6218,Burgers,44.0
6227,Planetary Annihilation: TITANS,80.0
6228,Pharaonic,82.0
6233,Crossout,67.0
6235,Microcosmum: survival of cells,85.0
6236,Vendetta - Curse of Raven's Cry,51.0
6240,SMITE®,80.0
6243,Job the Leprechaun,81.0
6244,Blood Code,73.0
6247,Champion of the Gods,89.0
6249,Psycho Starship Rampage,89.0
6250,Novus Inceptio,67.0
6251,Pixel Fodder,81.0
6252,"Cook, Serve, Delicious! 2!!",88.0
6254,Affected Zone Tactics,57.0
6256,Fantastic Contraption,78.0
6257,The Oil Blue: Steam Legacy Edition,71.0
6261,Caladrius Blaze,75.0
6264,Rake,69.0
6265,The Cat Machine,93.0
6267,Ultimate Chicken Horse,95.0
6269,Memory's Dogma CODE:01,84.0
6270,Asphyxia,76.0
6271,FIVE: Guardians of David,68.0
6272,Earth Overclocked,84.0
6281,Ori and the Blind Forest: Definitive Edition,96.0
6282,Hyperdimension Neptunia U: Action Unleashed,93.0
6283,Sol 0: Mars Colonization,70.0
6287,Alpha Runner,79.0
6289,the static speaks my name,81.0
6293,The Tape,57.0
6294,Clown House (Palyaço Evi),47.0
6295,Scrap Mechanic,85.0
6298,The Escapists: The Walking Dead,62.0
6299,Five Nights at Freddy's 4,93.0
6300,Spakoyno: Back to the USSR 2.0,49.0
6303,Day of the Tentacle Remastered,97.0
6307,1979 Revolution: Black Friday,76.0
6308,Super Hipster Lumberjack,77.0
6310,Nova Blitz,71.0
6312,Darksiders II Deathinitive Edition,74.0
6313,In Between,89.0
6316,Spooky Bonus,96.0
6317,One Way To Die: Steam Edition,55.0
6322,DungeonUp,84.0
6327,BlazBlue: Chronophantasma Extend,92.0
6328,Azure Striker Gunvolt,87.0
6331,Oxenfree,93.0
6335,iZBOT,86.0
6337,Pocket Rumble,79.0
6338,Horizon Chase Turbo,97.0
6340,A Lenda do Herói - O Herói desta Canção,92.0
6342,Maximum Override,68.0
6346,Through Abandoned: The Underground City,76.0
6350,Knight Online,47.0
6353,Wild Animal Racing,92.0
6355,Mitos.is: The Game,81.0
6356,Stardust Galaxy Warriors: Stellar Climax,95.0
6359,My Bones,50.0
6360,TEKKEN 7,83.0
6364,Mugen Souls,70.0
6365,Hogs of War,66.0
6369,DESYNC,79.0
6370,Small Radios Big Televisions,72.0
6372,9Dragons,63.0
6373,Queen's Quest: Tower of Darkness,67.0
6376,Bulb Boy,90.0
6377,Little King's Story,65.0
6379,Umbrella Corps™/Biohazard Umbrella Corps™,28.0
6382,PewDiePie: Legend of the Brofist,89.0
6384,Fantasy Strike,88.0
6386,Circa Infinity,94.0
6388,Call of Tomsk-7,82.0
6389,Steel Ocean,69.0
6391,Acceleration of SUGURI 2,78.0
6392,Anarcute,94.0
6393,Sora,93.0
6396,Angry Arrows,94.0
6397,Collisions,81.0
6401,Russian Horror Story,58.0
6404,F1 2016,84.0
6405,Stellar 2D,39.0
6409,The Deletion,78.0
6410,Void Invaders,89.0
6414,Rise of the Tomb Raider™,93.0
6416,Labyronia RPG,73.0
6417,Fingerbones,79.0
6418,Epic Manager - Create Your Own Adventuring Agency!,71.0
6421,Alien Attack,70.0
6427,Gun Rocket,73.0
6429,WARMODE,59.0
6430,Braveland Pirate,89.0
6433,Undertale,96.0
6436,Egyptian Senet,80.0
6443,Layers of Fear,90.0
6444,Crashlands,87.0
6445,Blaster Shooter GunGuy!,44.0
6446,Uebergame,52.0
6450,TRON RUN/r,81.0
6451,RFLEX,92.0
6453,逆刃 War Blade,68.0
6454,Pumped BMX +,85.0
6455,Wayward Terran Frontier: Zero Falls,77.0
6457,Endless Space® 2,80.0
6459,X4: Foundations,67.0
6461,Rogue Wizards,78.0
6462,The Franz Kafka Videogame,63.0
6466,Toy Odyssey: The Lost and Found,70.0
6467,Silver Creek Falls: Chapter 1,88.0
6468,NOBUNAGA'S AMBITION: Sphere of Influence,83.0
6469,WARSHIFT,75.0
6478,Wild Island Quest,49.0
6482,Epic Quest of the 4 Crystals,83.0
6483,Lost Lands: A Hidden Object Adventure,90.0
6484,New York Mysteries: High Voltage,91.0
6485,Call of Duty®: Modern Warfare® Remastered,51.0
6488,TSIOQUE,98.0
6489,Bad Rats Show,84.0
6494,Squad,80.0
6496,World of Soccer online,60.0
6497,Hurtworld,74.0
6498,Ice Lakes,84.0
6500,Iconoclasts,89.0
6501,Insanity Clicker,66.0
6505,ROOT,80.0
6507,P·O·L·L·E·N,65.0
6513,RoShamBo,65.0
6515,Pretty Girls Mahjong Solitaire,77.0
6518,Atom Universe,40.0
6519,Water Bears VR,94.0
6521,ARCADE GAME SERIES: PAC-MAN,84.0
6522,Last Horizon,82.0
6523,Battleborn,62.0
6526,Dark Heritage: Guardians of Hope,59.0
6528,Punch Club,78.0
6529,Hearts of Iron IV,87.0
6532,"Warhammer 40,000: Deathwatch - Enhanced Edition",65.0
6535,HELLDIVERS™ A New Hell Edition,91.0
6536,Spaceport Hope,77.0
6538,Mighty Gunvolt,73.0
6539,Mountain Crime: Requital,89.0
6540,Tower Unite,84.0
6541,Karma. Incarnation 1,85.0
6543,Dead Effect 2,73.0
6547,Office Battle,72.0
6549,DEADBOLT,95.0
6553,Toby: The Secret Mine,71.0
6554,DISTRAINT: Deluxe Edition,94.0
6556,Ben and Ed,77.0
6558,A Wolf in Autumn,74.0
6560,Doors,63.0
6566,Rot Gut,85.0
6567,Missing Translation,88.0
6570,We Are The Dwarves,71.0
6573,Ittle Dew 2,81.0
6574,Bear Simulator,83.0
6575,The Last Dream: Developer's Edition,82.0
6584,InCell VR,70.0
6585,The Rose and I,89.0
6586,Rogue State,73.0
6587,VERSUS: The Lost Ones,83.0
6590,Masochisia,87.0
6592,Bleed 2,95.0
6593,LocoSoccer,67.0
6594,Battlevoid: Harbinger,80.0
6599,TowerClimb,91.0
6600,ACE Academy,96.0
6603,The Adventure Pals,94.0
6605,EVERSPACE™,79.0
6606,Dracula's Legacy,79.0
6607,12 Labours of Hercules IV: Mother Nature (Platinum Edition),88.0
6610,Over The Hills And Far Away,86.0
6612,Gridworld,84.0
6613,GRIP: Combat Racing,90.0
6616,Sphere III: Rage of the Devastator,47.0
6617,Faeria,84.0
6619,MachineCraft,76.0
6620,Aurora Dusk: Steam Age,84.0
6626,A Kiss For The Petals - Remembering How We Met,93.0
6627,Looterkings,78.0
6630,SimplePlanes,91.0
6631,Lords of the Realm II,95.0
6633,Space Food Truck,72.0
6635,Zoombinis,93.0
6637,The Jackbox Party Pack 2,94.0
6638,Labyronia RPG 2,75.0
6639,Shmadow,83.0
6644,Hyperspace Invaders II: Pixel Edition,81.0
6646,Romance of the Three Kingdoms Maker / 三国志ツクール,61.0
6648,Hylics,98.0
6661,Business Tour - Board Game with Online Multiplayer,64.0
6663,Clustertruck,90.0
6666,Invasion,53.0
6668,Little Big Adventure 2,99.0
6670,Old School Musical,93.0
6672,Highschool Romance,80.0
6677,Evochron Legacy,81.0
6678,Euclidean,68.0
6681,Absent,81.0
6682,Mooch,92.0
6688,Ace Of Words,68.0
6689,Timberman,94.0
6690,openCanvas 7,79.0
6692,War of Beach,57.0
6693,Epistory - Typing Chronicles,96.0
6700,Without Within 2,90.0
6703,Dragon's Wake,86.0
6706,Prospekt,60.0
6714,Tinboy,62.0
6715,Comedy Quest,81.0
6717,I and Me,97.0
6718,Flamebreak,94.0
6719,Game Corp DX,87.0
6720,Expand,89.0
6721,Destiny Warriors RPG,49.0
6722,Call of Cthulhu®,74.0
6723,Kopanito All-Stars Soccer,82.0
6725,The Secret Order 2: Masked Intent,78.0
6729,Atari Vault,81.0
6730,Cloney,54.0
6732,Else Heart.Break(),67.0
6734,Concrete Jungle,91.0
6735,The Incredible Adventures of Van Helsing: Final Cut,72.0
6736,Okhlos: Omega,80.0
6740,The Deer,62.0
6741,Heaven Island - VR MMO,59.0
6744,Adam's Venture: Origins,67.0
6745,Normality,66.0
6748,NeuroVoider,78.0
6751,The Final Take,52.0
6753,Black Closet,94.0
6754,Wuppo,95.0
6755,Reverse Crawl,89.0
6757,VERGE:Lost chapter,44.0
6758,The Juicer,86.0
6759,MXGP2 - The Official Motocross Videogame,71.0
6761,Rabi-Ribi,97.0
6762,Budget Cuts,76.0
6766,Dinosaur Hunt,64.0
6773,The Aquatic Adventure of the Last Human,77.0
6778,POSTAL Redux,90.0
6779,Life in Bunker,61.0
6780,Flinthook,76.0
6782,Poi,91.0
6785,ARSLAN: THE WARRIORS OF LEGEND,72.0
6788,The Park,70.0
6790,The Guest,79.0
6791,Californium,72.0
6792,Deathstate: Abyssal Edition,84.0
6793,FlatOut 4: Total Insanity,51.0
6795,Star Command Galaxies,56.0
6797,Sakura Swim Club,86.0
6801,Dead Secret,82.0
6803,Overfall,82.0
6804,Press X to Not Die,91.0
6806,Hyperdrive Massacre,55.0
6807,Out of the Park Baseball 17,92.0
6808,The Last Door: Season 2 - Collector's Edition,94.0
6809,Tabletopia,56.0
6810,Atlas Reactor,82.0
6811,Kindred Spirits on the Roof,96.0
6813,Osiris: New Dawn,67.0
6814,Giant Machines 2017,70.0
6816,Crusaders of the Lost Idols,84.0
6818,Age of Barbarian Extended Cut,79.0
6819,Nyctophilia,62.0
6829,THE GAME OF LIFE,72.0
6830,Draw a Stickman: EPIC 2,81.0
6831,Planetbase,77.0
6835,Burly Men at Sea,64.0
6838,ARCADE GAME SERIES: DIG DUG,80.0
6840,ARCADE GAME SERIES: GALAGA,85.0
6843,Fairy Tale Mysteries 2: The Beanstalk,80.0
6844,Eaten Alive,36.0
6845,Stigmat,70.0
6847,Dishonored 2,81.0
6851,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,87.0
6852,GabeN: The Final Decision,62.0
6854,The Consuming Shadow,94.0
6858,Clergy Splode,44.0
6859,Dungelot: Shattered Lands,82.0
6860,Conquest of Elysium 4,91.0
6861,The Dwarves,75.0
6864,Lords of Magic: Special Edition,89.0
6865,Black & White Bushido,69.0
6867,Murder,45.0
6872,WARTILE,80.0
6876,Endless Sky,90.0
6879,SC2VN - The eSports Visual Novel,93.0
6881,Voxel Turf,85.0
6882,Nex Machina,88.0
6885,Vikings - Wolves of Midgard,57.0
6886,The Political Machine 2016,77.0
6888,Game Tycoon 2,51.0
6890,Hob,89.0
6891,This Book Is A Dungeon,75.0
6892,Curvatron,83.0
6894,SUPERFIGHT,63.0
6895,Godot Engine,97.0
6896,Ragdoll Runners,90.0
6901,UTOPIA 9 - A Volatile Vacation,87.0
6902,Bitardia,88.0
6904,123 Slaughter Me Street,63.0
6907,Charlie Murder,93.0
6908,LEGO® MARVEL's Avengers,83.0
6910,Sky Break,66.0
6913,Dangerous Golf,45.0
6917,Flight of the Paladin,52.0
6918,Pony Island,96.0
6919,Zero Reflex : Black Eye Edition,81.0
6921,Staxel,74.0
6924,Alpha Polaris : A Horror Adventure Game,75.0
6926,Turok,96.0
6927,Turok 2: Seeds of Evil,94.0
6928,Disgaea PC / 魔界戦記ディスガイア PC,88.0
6929,Lowglow,93.0
6930,Flat Kingdom Paper's Cut Edition,79.0
6931,Legend of Dungeon: Masters,60.0
6933,Lost Moon,71.0
6936,DarkMaus,81.0
6937,Refunct,95.0
6938,Vortex: The Gateway,59.0
6941,Twilight Struggle,86.0
6943,Stop Online - Battle of Words,64.0
6944,KartKraft™,86.0
6947,Umineko When They Cry - Question Arcs,98.0
6951,Alekhine's Gun,62.0
6955,Crush Your Enemies,84.0
6957,Eventide: Slavic Fable,95.0
6960,Dub Dash,71.0
6961,The Uncertain: Last Quiet Day,80.0
6963,Star Sky - ブルームーン,79.0
6965,AltspaceVR—The Social VR App,80.0
6968,Soccer Manager 2016,71.0
6971,Legend of Mysteria RPG,69.0
6973,The Last NightMary - A Lenda do Cabeça de Cuia,80.0
6974,NEKO-NIN exHeart,97.0
6976,Sakura Dungeon,92.0
6979,Gabe Newell Simulator 2.0,48.0
6980,Killing Room,69.0
6989,Lethe - Episode One,89.0
6990,Hard Reset Redux,81.0
6992,Guardians of Orion (Phase 1),56.0
6994,Princess Remedy in a World of Hurt,98.0
6996,Sakura Beach 2,74.0
6997,Cinderella Escape! R12,80.0
6998,UniBall,92.0
6999,Planet R-12,83.0
7002,Eagle Flight,66.0
7003,Message Quest,86.0
7006,X-Morph: Defense,93.0
7008,FORM,92.0
7009,Code of Princess,58.0
7010,ChromaGun,91.0
7011,Pro Gamer Manager,51.0
7013,Pro Cycling Manager 2016,60.0
7017,Unfortunate Spacemen,80.0
7019,Zombasite,78.0
7020,Timber and Stone,49.0
7021,Mystery Chronicle: One Way Heroics,65.0
7025,The Purring Quest,85.0
7027,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",94.0
7031,Syndrome,67.0
7035,Among the Heavens,84.0
7040,The Fall of the Dungeon Guardians - Enhanced Edition,85.0
7043,Genesis Online,31.0
7047,KINGDOMS,63.0
7051,Angry Video Game Nerd II: ASSimilation,91.0
7052,Pink Hour,93.0
7053,Pink Heaven,90.0
7054,BioShock™ Remastered,63.0
7055,BioShock™ 2 Remastered,50.0
7056,Criminal Girls: Invite Only / クリミナルガールズ INVITATION,80.0
7057,Phantom Brave PC / ファントム・ブレイブ PC,91.0
7058,Stranger of Sword City / 剣の街の異邦人 ～黒の宮殿～,70.0
7059,The Storm Guard: Darkness is Coming,81.0
7060,Brilliant Shadows - Part One of the Book of Gray Magic,94.0
7064,12 is Better Than 6,85.0
7068,Ampersand,32.0
7070,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,94.0
7072,Liftoff: FPV Drone Racing,87.0
7074,HEX: Shards of Fate,65.0
7076,Morphine,75.0
7082,Gunjack,82.0
7083,Suits: A Business RPG,88.0
7084,System Shock: Enhanced Edition,89.0
7086,Starward Rogue,94.0
7088,Rock God Tycoon,78.0
7089,DRAGON QUEST HEROES™ Slime Edition,68.0
7090,Higurashi When They Cry Hou - Ch.2 Watanagashi,97.0
7091,Forts,79.0
7094,Master of Orion 2,96.0
7096,Sorcery! Parts 1 and 2,86.0
7099,SHOWTIME 2073,79.0
7100,Galaxy Admirals,86.0
7102,ELEX,75.0
7103,"Codename: Panzers, Phase One",89.0
7105,Men of Valor,69.0
7106,Melty Blood Actress Again Current Code,91.0
7111,Hybrid Wars,66.0
7112,Reveal The Deep,85.0
7113,Zombie Exodus,90.0
7124,Swordbreaker The Game,85.0
7125,The FOO Show featuring Will Smith,92.0
7126,SENRAN KAGURA SHINOVI VERSUS,95.0
7130,TY the Tasmanian Tiger,98.0
7131,TY the Tasmanian Tiger 2,97.0
7134,HordeZ,85.0
7135,Era of Majesty,62.0
7136,Electric Highways,89.0
7137,Midsummer Night,86.0
7138,City of Chains,76.0
7143,Labyrinth,71.0
7147,GASP,20.0
7150,The Black Death,60.0
7151,Villagers,53.0
7152,Metal War Online: Retribution,55.0
7155,Evil Defenders,79.0
7159,Lup,44.0
7160,CropDuster Supreme,93.0
7163,Bullet Heaven 2,97.0
7165,Audioshield,83.0
7167,Boogeyman,85.0
7168,Adventure Time: Magic Man's Head Games,74.0
7169,STEINS;GATE,98.0
7170,Drift Streets Japan,66.0
7175,Stardew Valley,97.0
7177,Danganronpa: Trigger Happy Havoc,97.0
7178,Danganronpa 2: Goodbye Despair,97.0
7187,Statues,69.0
7189,Blood and Gold: Caribbean!,59.0
7195,Shut Up And Dig,59.0
7196,Life is Hard,72.0
7198,Modbox,90.0
7200,Junk Jack,80.0
7202,Princess.Loot.Pixel.Again,85.0
7204,Hellblade: Senua's Sacrifice,92.0
7209,5089: The Action RPG,86.0
7210,Skyforge,57.0
7211,Death Toll,62.0
7212,Uriel's Chasm 2: את,33.0
7213,Vampire Legends: The True Story of Kisilova,86.0
7214,Outlast 2,87.0
7215,Astrox: Hostile Space Excavation,85.0
7216,Epic Clicker Journey,67.0
7217,RAID: World War II,52.0
7221,Super Mega Baseball 2,83.0
7222,Corgi Warlock,78.0
7223,Star Nomad 2,72.0
7225,One More Dungeon,78.0
7228,Pang Adventures,81.0
7229,Engare,96.0
7231,Motorsport Manager,90.0
7233,Star Crusade CCG,81.0
7234,Monster Monpiece,75.0
7236,Shooting Stars!,90.0
7238,Cross Set,84.0
7239,Nyan Cat: Lost In Space,93.0
7240,Hyperdevotion Noire: Goddess Black Heart (Neptunia),82.0
7242,Earthfall,66.0
7244,Red Comrades Save the Galaxy: Reloaded,94.0
7245,Tiger Knight,61.0
7247,OmniBus,80.0
7250,BAD END,84.0
7251,Tactical Craft Online,49.0
7252,Disc Jam,74.0
7256,Voidspire Tactics,97.0
7257,Yohjo Simulator,55.0
7258,Energy Cycle,76.0
7266,The Odyssey: Winds of Athena,65.0
7276,Block'hood,74.0
7290,Emporea: Realms of War and Magic,63.0
7292,Rubber Ducky and the Rainbow Gun,91.0
7293,Emily Wants To Play,80.0
7294,Full Metal Furies,91.0
7298,Gunslingers,54.0
7299,Zombie Night Terror,93.0
7300,Oh...Sir! Prototype,91.0
7304,SquareCells,92.0
7305,The Metronomicon: Slay The Dance Floor,90.0
7312,Mayjasmine Episode01 - What is God?,68.0
7315,Ghost of a Tale,92.0
7320,Moto Racer  4,65.0
7322,Left Alone,77.0
7324,Emily is Away,89.0
7325,Everybody's Gone to the Rapture,69.0
7326,Apotheon Arena,82.0
7328,Street Warriors Online,57.0
7331,Major\Minor,80.0
7332,Subsistence,70.0
7333,hocus,92.0
7336,Turbo Pug,91.0
7337,Cally's Caves 3,82.0
7338,The Madness of Little Emma,82.0
7341,Tempest: Pirate Action RPG,71.0
7342,Helen's Mysterious Castle,94.0
7344,Shadow Tactics: Blades of the Shogun,96.0
7345,Polaris Sector,71.0
7349,Wick,85.0
7351,RWBY: Grimm Eclipse,83.0
7353,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,92.0
7355,Tick Tock Isle,90.0
7356,Rising Storm 2: Vietnam,78.0
7359,The TakeOver,92.0
7361,Space Pirate Trainer,96.0
7362,Pankapu,82.0
7365,DreadOut: Keepers of The Dark,80.0
7372,"That Dragon, Cancer",90.0
7373,Starpoint Gemini Warlords,74.0
7380,Home Design 3D,76.0
7382,Candle,86.0
7384,CLANNAD Side Stories,91.0
7385,NEKOPARA Vol. 2,97.0
7391,Blackwake,87.0
7396,Atlantic Fleet,84.0
7398,Lost Technology,90.0
7399,OneShot,98.0
7404,The Deed,91.0
7405,The Legend of Dark Witch,77.0
7406,StarBreak,77.0
7407,BLARP!,95.0
7412,CHKN,80.0
7415,Army Gals,92.0
7416,DiRT 4,66.0
7417,Catch Me,79.0
7418,Plantera,88.0
7419,Deponia Doomsday,87.0
7421,Samorost 3,95.0
7424,Militia,97.0
7428,A Study in Steampunk: Choice by Gaslight,97.0
7429,Harmonia,98.0
7430,CUPID - A free to play Visual Novel,87.0
7431,Sakura Santa,86.0
7433,Goetia,81.0
7434,OH! RPG!,75.0
7441,Heaven Island Life,53.0
7442,Wand Wars,94.0
7446,ShipLord,58.0
7454,Metaverse Construction Kit,66.0
7458,River City Ransom: Underground,75.0
7459,Holodance,88.0
7460,Super Duper Flying Genocide 2017,69.0
7461,Particle Fleet: Emergence,92.0
7462,Creeper World: Anniversary Edition,94.0
7465,Devil Daggers,95.0
7467,Community College Hero: Trial by Fire,89.0
7470,Furi,90.0
7474,Air Missions: HIND,79.0
7476,Project Highrise,81.0
7477,The Little Acre,88.0
7479,Where's My Mommy?,78.0
7480,HERO DEFENSE,78.0
7483,Invasion: Brain Craving,43.0
7489,Our Love Will Grow,70.0
7492,Marooners,70.0
7494,Carpe Diem,90.0
7495,Gods and Idols,70.0
7497,Deadlight: Director's Cut,68.0
7500,War of Rights,79.0
7507,Balrum,79.0
7509,Iron Snout,98.0
7512,Wolcen: Lords of Mayhem,68.0
7519,Little Nightmares,89.0
7527,Shadwen,77.0
7528,One Piece Burning Blood,75.0
7535,Road to Ballhalla,89.0
7538,The Room Two,98.0
7540,Halloween Forever,94.0
7541,Seraph,84.0
7542,Cloudlands : VR Minigolf,84.0
7544,Answer The Question,96.0
7550,HunieCam Studio,83.0
7559,Perception,73.0
7560,MetaHuman Inc.,89.0
7562,Bubsy Two-Fur,71.0
7563,Narcissu 10th Anniversary Anthology Project,98.0
7564,Grow Up,89.0
7568,Fernbus Simulator,53.0
7569,DEAD RISING®,89.0
7570,Cosmic Trip,89.0
7571,8-Bit Armies,80.0
7572,Vampyr,73.0
7573,Democracy 3 Africa,71.0
7575,Shadowhand: RPG Card Game,84.0
7576,Way of the Samurai 3,78.0
7577,Factorio,99.0
7582,NightCry,60.0
7583,Zwei: The Arges Adventure,91.0
7584,Zwei: The Ilvard Insurrection,98.0
7585,Who's Your Daddy,72.0
7586,A Chair in a Room : Greenwater,88.0
7588,PERFECT ANGLE: The puzzle game based on optical illusions,79.0
7589,CALENDULA,77.0
7590,Hitman GO: Definitive Edition,84.0
7592,P.A.M.E.L.A.®,71.0
7594,Zavix Tower,77.0
7596,The Withering,66.0
7598,Aozora Meikyuu,80.0
7602,Racket: Nx,97.0
7606,Islet Online,78.0
7607,MadOut Open City,40.0
7608,Attack Heroes,70.0
7610,TurnOn,83.0
7618,Windlands,76.0
7620,Chasing Dead,63.0
7626,Momodora: Reverie Under The Moonlight,94.0
7629,White Mirror,56.0
7630,Deliver Us The Moon: Fortuna,82.0
7631,Youtubers Life,71.0
7633,Neon Chrome,92.0
7636,Save the Dodos,90.0
7637,Red Haze,85.0
7638,Take the Dream IX,80.0
7639,The Quest,86.0
7640,"Linea, the Game",87.0
7644,"Kivi, Toilet and Shotgun",50.0
7648,Feed and Grow: Fish,71.0
7650,Project CARS - Pagani Edition,60.0
7655,Sepia Tears,89.0
7656,Stikbold! A Dodgeball Adventure,87.0
7660,Space Pilgrim Episode I: Alpha Centauri,87.0
7662,Resilience Wave Survival,63.0
7665,Prime World: Defenders 2,83.0
7666,A Wild Catgirl Appears!,56.0
7667,Fairy Tale Mysteries: The Puppet Thief,62.0
7668,The Emerald Maiden: Symphony of Dreams,83.0
7669,Dungeon Rushers: Crawler RPG,71.0
7670,Tales of Berseria™,93.0
7671,Spellweaver,74.0
7673,Squirbs,65.0
7674,IMSCARED,91.0
7675,Bunny Hop League,72.0
7676,AdventureQuest 3D,71.0
7677,Unseen Diplomacy,90.0
7678,The Sad Story of Emmeline Burns,92.0
7680,Dance of Death,63.0
7681,Never Again,81.0
7686,Megaton Rainfall,73.0
7695,Lucy -The Eternity She Wished For-,96.0
7697,Tethered,83.0
7698,WolfQuest,89.0
7702,Golf With Your Friends,90.0
7703,Mushroom Wars,81.0
7704,Cursed,79.0
7705,tiny & Tall: Gleipnir,97.0
7711,Alchemist's Awakening,80.0
7714,Clash of the Monsters,50.0
7715,Frosty Kiss,90.0
7716,Hard Room,70.0
7717,Earn to Die 2,90.0
7718,Automobilista,87.0
7722,Phoning Home,71.0
7724,Age of Fear 3: The Legend,93.0
7725,Space Pilgrim Episode II: Epsilon Indi,86.0
7729,Rencounter,69.0
7735,Psychocat: The Answer,80.0
7736,Kabounce,93.0
7737,Wallpaper Engine,97.0
7738,Locked-in syndrome,46.0
7739,World's Dawn,82.0
7740,What's under your blanket !?,84.0
7741,Negligee,80.0
7755,Epic Battle Fantasy 5,98.0
7761,Magdalena,43.0
7776,INVERSUS Deluxe,94.0
7778,Lost Lands: The Golden Curse,95.0
7779,The Town of Light,81.0
7783,Die Young,81.0
7786,Warlords Battlecry III,79.0
7787,Slime Rancher,96.0
7788,BlackShot: Mercenary Warfare FPS,52.0
7795,Heliborne,80.0
7799,A Legend of Luca,84.0
7809,Z1 Battle Royale,55.0
7812,Neon Drive,83.0
7813,Aveyond 4: Shadow of the Mist,96.0
7814,Bit Blaster XL,97.0
7815,Paws: A Shelter 2 Game,90.0
7816,Last Hope - Tower Defense,84.0
7817,Aerofly FS 2 Flight Simulator,74.0
7818,Duke Nukem 3D: 20th Anniversary World Tour,82.0
7825,The Jackbox Party Pack 3,95.0
7826,It's Spring Again,91.0
7830,Masked Shooters 2,70.0
7831,My Name is Mayo,82.0
7837,Buried: An Interactive Story,96.0
7838,Pixel Z - Gun Day,38.0
7840,Moonlight,96.0
7841,Abbot's Book Demo,90.0
7842,Rock of Ages 2: Bigger & Boulder™,80.0
