game_name,percent_positive_reviews,genre,Action,Adventure,Casual,Design_and_Illustration,Early_Access,Free_to_Play,Indie,Massively_Multiplayer,RPG,Racing,Simulation,Sports,Strategy,Utilities
HEX: SHARDS OF FATE,65.0,"Adventure,Free to Play,RPG,Strategy",0,1,0,0,0,1,0,0,1,0,0,0,1,0
GUNJACK,82.0,"Action,Casual",1,0,1,0,0,0,0,0,0,0,0,0,0,0
SUITS: A BUSINESS RPG,88.0,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
SYSTEM SHOCK: ENHANCED EDITION,89.0,"Action,Adventure,RPG",1,1,0,0,0,0,0,0,1,0,0,0,0,0
STARWARD ROGUE,94.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
ROCK GOD TYCOON,78.0,"Casual,Indie,Simulation",0,0,1,0,0,0,1,0,0,0,1,0,0,0
DRAGON QUEST HEROES™ SLIME EDITION,68.0,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
HIGURASHI WHEN THEY CRY HOU - CH.2 WATANAGASHI,97.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FORTS,79.0,"Action,Strategy",1,0,0,0,0,0,0,0,0,0,0,0,1,0
MASTER OF ORION 2,96.0,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SORCERY! PARTS 1 AND 2,86.0,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
SHOWTIME 2073,79.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
GALAXY ADMIRALS,86.0,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ELEX,75.0,"Action,Adventure,RPG",1,1,0,0,0,0,0,0,1,0,0,0,0,0
"CODENAME: PANZERS, PHASE ONE",89.0,"Simulation,Strategy",0,0,0,0,0,0,0,0,0,0,1,0,1,0
MEN OF VALOR,69.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MELTY BLOOD ACTRESS AGAIN CURRENT CODE,91.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HYBRID WARS,66.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOMBIE EXODUS,90.0,"Indie,RPG",0,0,0,0,0,0,1,0,1,0,0,0,0,0
THE FOO SHOW FEATURING WILL SMITH,92.0,"Simulation,Early Access",0,0,0,0,1,0,0,0,0,0,1,0,0,0
SENRAN KAGURA SHINOVI VERSUS,95.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TY THE TASMANIAN TIGER,98.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
TY THE TASMANIAN TIGER 2,97.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
HORDEZ,85.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
ELECTRIC HIGHWAYS,89.0,"Adventure,Free to Play,Indie",0,1,0,0,0,1,1,0,0,0,0,0,0,0
MIDSUMMER NIGHT,86.0,"Adventure,Casual",0,1,1,0,0,0,0,0,0,0,0,0,0,0
CITY OF CHAINS,76.0,"Adventure,Indie,RPG,Strategy",0,1,0,0,0,0,1,0,1,0,0,0,1,0
LABYRINTH,71.0,"Free to Play,Indie,RPG,Strategy,Early Access",0,0,0,0,1,1,1,0,1,0,0,0,1,0
GASP,20.0,"Action,Casual,Free to Play,Indie,Simulation,Strategy",1,0,1,0,0,1,1,0,0,0,1,0,1,0
THE BLACK DEATH,60.0,"Action,Adventure,RPG,Early Access",1,1,0,0,1,0,0,0,1,0,0,0,0,0
VILLAGERS,53.0,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
METAL WAR ONLINE: RETRIBUTION,55.0,"Action,Free to Play,Massively Multiplayer,Racing,Early Access",1,0,0,0,1,1,0,1,0,1,0,0,0,0
BULLET HEAVEN 2,97.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
AUDIOSHIELD,83.0,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BOOGEYMAN,85.0,"Action,Indie,Strategy",1,0,0,0,0,0,1,0,0,0,0,0,1,0
STEINS;GATE,98.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DRIFT STREETS JAPAN,66.0,"Action,Indie,Massively Multiplayer,Racing,Simulation,Sports",1,0,0,0,0,0,1,1,0,1,1,1,0,0
STARDEW VALLEY,97.0,"Indie,RPG,Simulation",0,0,0,0,0,0,1,0,1,0,1,0,0,0
DANGANRONPA: TRIGGER HAPPY HAVOC,97.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DANGANRONPA 2: GOODBYE DESPAIR,97.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
STATUES,69.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
BLOOD AND GOLD: CARIBBEAN!,59.0,"Action,Adventure,Indie,RPG,Strategy",1,1,0,0,0,0,1,0,1,0,0,0,1,0
LIFE IS HARD,72.0,"Adventure,Indie,Simulation,Strategy,Early Access",0,1,0,0,1,0,1,0,0,0,1,0,1,0
MODBOX,90.0,"Casual,Indie,Simulation,Early Access",0,0,1,0,1,0,1,0,0,0,1,0,0,0
JUNK JACK,80.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
PRINCESS.LOOT.PIXEL.AGAIN,85.0,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
HELLBLADE: SENUA'S SACRIFICE,92.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
5089: THE ACTION RPG,86.0,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
SKYFORGE,57.0,"Free to Play,Massively Multiplayer,RPG",0,0,0,0,0,1,0,1,1,0,0,0,0,0
DEATH TOLL,62.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
URIEL'S CHASM 2: את,33.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
VAMPIRE LEGENDS: THE TRUE STORY OF KISILOVA,86.0,"Adventure,Casual",0,1,1,0,0,0,0,0,0,0,0,0,0,0
OUTLAST 2,87.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
EPIC CLICKER JOURNEY,67.0,"Adventure,Casual,Free to Play,Indie",0,1,1,0,0,1,1,0,0,0,0,0,0,0
RAID: WORLD WAR II,52.0,"Action,Adventure,RPG",1,1,0,0,0,0,0,0,1,0,0,0,0,0
SUPER MEGA BASEBALL 2,83.0,"Indie,Simulation,Sports",0,0,0,0,0,0,1,0,0,0,1,1,0,0
CORGI WARLOCK,78.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
STAR NOMAD 2,72.0,"Indie,RPG,Simulation,Strategy",0,0,0,0,0,0,1,0,1,0,1,0,1,0
ONE MORE DUNGEON,78.0,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
PANG ADVENTURES,81.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENGARE,96.0,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MOTORSPORT MANAGER,90.0,"Racing,Simulation,Sports,Strategy",0,0,0,0,0,0,0,0,0,1,1,1,1,0
STAR CRUSADE CCG,81.0,"Casual,Free to Play,Massively Multiplayer,Strategy",0,0,1,0,0,1,0,1,0,0,0,0,1,0
MONSTER MONPIECE,75.0,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CROSS SET,84.0,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
NYAN CAT: LOST IN SPACE,93.0,"Action,Casual",1,0,1,0,0,0,0,0,0,0,0,0,0,0
HYPERDEVOTION NOIRE: GODDESS BLACK HEART (NEPTUNIA),82.0,"RPG,Strategy",0,0,0,0,0,0,0,0,1,0,0,0,1,0
EARTHFALL,66.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RED COMRADES SAVE THE GALAXY: RELOADED,94.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TIGER KNIGHT,61.0,"Action,Free to Play,Massively Multiplayer,Strategy",1,0,0,0,0,1,0,1,0,0,0,0,1,0
OMNIBUS,80.0,"Action,Adventure,Casual,Indie,Racing,Simulation",1,1,1,0,0,0,1,0,0,1,1,0,0,0
DISC JAM,74.0,"Action,Indie,Sports",1,0,0,0,0,0,1,0,0,0,0,1,0,0
VOIDSPIRE TACTICS,97.0,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
YOHJO SIMULATOR,55.0,"Action,Adventure,Casual,Indie,Simulation",1,1,1,0,0,0,1,0,0,0,1,0,0,0
EMPOREA: REALMS OF WAR AND MAGIC,63.0,"Free to Play,Indie,Massively Multiplayer,RPG,Strategy",0,0,0,0,0,1,1,1,1,0,0,0,1,0
RUBBER DUCKY AND THE RAINBOW GUN,91.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
EMILY WANTS TO PLAY,80.0,"Action,Adventure,Casual,Indie,Simulation,Strategy",1,1,1,0,0,0,1,0,0,0,1,0,1,0
FULL METAL FURIES,91.0,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
GUNSLINGERS,54.0,"Free to Play,Strategy,Early Access",0,0,0,0,1,1,0,0,0,0,0,0,1,0
ZOMBIE NIGHT TERROR,93.0,"Action,Indie,Strategy",1,0,0,0,0,0,1,0,0,0,0,0,1,0
OH...SIR! PROTOTYPE,91.0,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SQUARECELLS,92.0,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
THE METRONOMICON: SLAY THE DANCE FLOOR,90.0,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
MAYJASMINE EPISODE01 - WHAT IS GOD?,68.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
GHOST OF A TALE,92.0,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
MOTO RACER  4,65.0,Racing,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LEFT ALONE,77.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
EVERYBODY'S GONE TO THE RAPTURE,69.0,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
APOTHEON ARENA,82.0,"Action,Free to Play,Indie",1,0,0,0,0,1,1,0,0,0,0,0,0,0
SUBSISTENCE,70.0,"Action,Early Access",1,0,0,0,1,0,0,0,0,0,0,0,0,0
HOCUS,92.0,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
TURBO PUG,91.0,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
CALLY'S CAVES 3,82.0,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
THE MADNESS OF LITTLE EMMA,82.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
TEMPEST: PIRATE ACTION RPG,71.0,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
HELEN'S MYSTERIOUS CASTLE,94.0,"Casual,Indie,RPG",0,0,1,0,0,0,1,0,1,0,0,0,0,0
SHADOW TACTICS: BLADES OF THE SHOGUN,96.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
POLARIS SECTOR,71.0,"Simulation,Strategy",0,0,0,0,0,0,0,0,0,0,1,0,1,0
WICK,85.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
RWBY: GRIMM ECLIPSE,83.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
RESIDENT EVIL 7 BIOHAZARD / BIOHAZARD 7 RESIDENT EVIL,92.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
RISING STORM 2: VIETNAM,78.0,"Action,Massively Multiplayer,Simulation,Strategy",1,0,0,0,0,0,0,1,0,0,1,0,1,0
SPACE PIRATE TRAINER,96.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DREADOUT: KEEPERS OF THE DARK,80.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
"THAT DRAGON, CANCER",90.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
STARPOINT GEMINI WARLORDS,74.0,"Action,RPG,Simulation,Strategy",1,0,0,0,0,0,0,0,1,0,1,0,1,0
HOME DESIGN 3D,76.0,Simulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CANDLE,86.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
CLANNAD SIDE STORIES,91.0,Casual,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NEKOPARA VOL. 2,97.0,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLACKWAKE,87.0,"Action,Casual,Indie,Strategy,Early Access",1,0,1,0,1,0,1,0,0,0,0,0,1,0
ATLANTIC FLEET,84.0,"Simulation,Strategy",0,0,0,0,0,0,0,0,0,0,1,0,1,0
LOST TECHNOLOGY,90.0,"Indie,Simulation",0,0,0,0,0,0,1,0,0,0,1,0,0,0
ONESHOT,98.0,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
THE DEED,91.0,"Adventure,RPG",0,1,0,0,0,0,0,0,1,0,0,0,0,0
THE LEGEND OF DARK WITCH,77.0,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
STARBREAK,77.0,"Action,Free to Play,Indie,Massively Multiplayer",1,0,0,0,0,1,1,1,0,0,0,0,0,0
CHKN,80.0,"Adventure,Casual,Indie,Early Access",0,1,1,0,1,0,1,0,0,0,0,0,0,0
ARMY GALS,92.0,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
DIRT 4,66.0,"Racing,Simulation,Sports",0,0,0,0,0,0,0,0,0,1,1,1,0,0
PLANTERA,88.0,"Casual,Indie,Simulation",0,0,1,0,0,0,1,0,0,0,1,0,0,0
DEPONIA DOOMSDAY,87.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
SAMOROST 3,95.0,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
HARMONIA,98.0,"Adventure,Casual,Simulation",0,1,1,0,0,0,0,0,0,0,1,0,0,0
CUPID - A FREE TO PLAY VISUAL NOVEL,87.0,"Free to Play,Indie,RPG,Simulation",0,0,0,0,0,1,1,0,1,0,1,0,0,0
GOETIA,81.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
HEAVEN ISLAND LIFE,53.0,"Indie,Simulation",0,0,0,0,0,0,1,0,0,0,1,0,0,0
WAND WARS,94.0,"Action,Indie,Sports",1,0,0,0,0,0,1,0,0,0,0,1,0,0
SHIPLORD,58.0,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
METAVERSE CONSTRUCTION KIT,66.0,"Casual,Free to Play,Indie,Simulation",0,0,1,0,0,1,1,0,0,0,1,0,0,0
RIVER CITY RANSOM: UNDERGROUND,75.0,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
HOLODANCE,88.0,"Casual,Indie,Sports,Early Access",0,0,1,0,1,0,1,0,0,0,0,1,0,0
SUPER DUPER FLYING GENOCIDE 2017,69.0,"Action,Adventure,Indie,Simulation",1,1,0,0,0,0,1,0,0,0,1,0,0,0
PARTICLE FLEET: EMERGENCE,92.0,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
CREEPER WORLD: ANNIVERSARY EDITION,94.0,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
DEVIL DAGGERS,95.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
FURI,90.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AIR MISSIONS: HIND,79.0,"Action,Casual,Indie,Simulation",1,0,1,0,0,0,1,0,0,0,1,0,0,0
PROJECT HIGHRISE,81.0,"Simulation,Strategy",0,0,0,0,0,0,0,0,0,0,1,0,1,0
HERO DEFENSE,78.0,"Action,Indie,RPG,Strategy",1,0,0,0,0,0,1,0,1,0,0,0,1,0
OUR LOVE WILL GROW,70.0,"Adventure,Indie,RPG,Simulation",0,1,0,0,0,0,1,0,1,0,1,0,0,0
CARPE DIEM,90.0,"Casual,Free to Play,Indie",0,0,1,0,0,1,1,0,0,0,0,0,0,0
WAR OF RIGHTS,79.0,"Action,Indie,Simulation,Early Access",1,0,0,0,1,0,1,0,0,0,1,0,0,0
BALRUM,79.0,"Adventure,Indie,RPG,Strategy",0,1,0,0,0,0,1,0,1,0,0,0,1,0
IRON SNOUT,98.0,"Action,Free to Play,Indie",1,0,0,0,0,1,1,0,0,0,0,0,0,0
WOLCEN: LORDS OF MAYHEM,68.0,"Action,Adventure,Indie,RPG,Early Access",1,1,0,0,1,0,1,0,1,0,0,0,0,0
LITTLE NIGHTMARES,89.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SHADWEN,77.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
ONE PIECE BURNING BLOOD,75.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ROAD TO BALLHALLA,89.0,"Action,Adventure,Indie,Racing",1,1,0,0,0,0,1,0,0,1,0,0,0,0
THE ROOM TWO,98.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
HALLOWEEN FOREVER,94.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
CLOUDLANDS : VR MINIGOLF,84.0,"Casual,Sports",0,0,1,0,0,0,0,0,0,0,0,1,0,0
HUNIECAM STUDIO,83.0,"Indie,Simulation",0,0,0,0,0,0,1,0,0,0,1,0,0,0
PERCEPTION,73.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
BUBSY TWO-FUR,71.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
NARCISSU 10TH ANNIVERSARY ANTHOLOGY PROJECT,98.0,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
GROW UP,89.0,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
FERNBUS SIMULATOR,53.0,Simulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DEAD RISING®,89.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
COSMIC TRIP,89.0,"Action,Adventure,Strategy",1,1,0,0,0,0,0,0,0,0,0,0,1,0
8-BIT ARMIES,80.0,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
VAMPYR,73.0,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
DEMOCRACY 3 AFRICA,71.0,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
SHADOWHAND: RPG CARD GAME,84.0,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
WAY OF THE SAMURAI 3,78.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
FACTORIO,99.0,"Casual,Indie,Simulation,Strategy,Early Access",0,0,1,0,1,0,1,0,0,0,1,0,1,0
NIGHTCRY,60.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
ZWEI: THE ARGES ADVENTURE,91.0,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
ZWEI: THE ILVARD INSURRECTION,98.0,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
WHO'S YOUR DADDY,72.0,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
A CHAIR IN A ROOM : GREENWATER,88.0,"Adventure,Indie,Simulation",0,1,0,0,0,0,1,0,0,0,1,0,0,0
PERFECT ANGLE: THE PUZZLE GAME BASED ON OPTICAL ILLUSIONS,79.0,"Adventure,Casual,Indie,Strategy",0,1,1,0,0,0,1,0,0,0,0,0,1,0
CALENDULA,77.0,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HITMAN GO: DEFINITIVE EDITION,84.0,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P.A.M.E.L.A.®,71.0,"Action,Adventure,Indie,Early Access",1,1,0,0,1,0,1,0,0,0,0,0,0,0
ZAVIX TOWER,77.0,"Adventure,Casual,Indie,RPG,Strategy",0,1,1,0,0,0,1,0,1,0,0,0,1,0
RACKET: NX,97.0,"Action,Indie,Sports",1,0,0,0,0,0,1,0,0,0,0,1,0,0
ISLET ONLINE,78.0,"Indie,Massively Multiplayer,RPG",0,0,0,0,0,0,1,1,1,0,0,0,0,0
MADOUT OPEN CITY,40.0,"Action,Indie,Racing,Simulation,Sports",1,0,0,0,0,0,1,0,0,1,1,1,0,0
WINDLANDS,76.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
MOMODORA: REVERIE UNDER THE MOONLIGHT,94.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
WHITE MIRROR,56.0,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DELIVER US THE MOON: FORTUNA,82.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
YOUTUBERS LIFE,71.0,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
SAVE THE DODOS,90.0,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
RED HAZE,85.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
THE QUEST,86.0,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
"LINEA, THE GAME",87.0,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
FEED AND GROW: FISH,71.0,"Action,Indie,Simulation,Early Access",1,0,0,0,1,0,1,0,0,0,1,0,0,0
STIKBOLD! A DODGEBALL ADVENTURE,87.0,"Action,Indie,Sports",1,0,0,0,0,0,1,0,0,0,0,1,0,0
SPACE PILGRIM EPISODE I: ALPHA CENTAURI,87.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
RESILIENCE WAVE SURVIVAL,63.0,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
PRIME WORLD: DEFENDERS 2,83.0,"Free to Play,Massively Multiplayer,Strategy",0,0,0,0,0,1,0,1,0,0,0,0,1,0
FAIRY TALE MYSTERIES: THE PUPPET THIEF,62.0,"Adventure,Casual",0,1,1,0,0,0,0,0,0,0,0,0,0,0
THE EMERALD MAIDEN: SYMPHONY OF DREAMS,83.0,"Adventure,Casual",0,1,1,0,0,0,0,0,0,0,0,0,0,0
DUNGEON RUSHERS: CRAWLER RPG,71.0,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
TALES OF BERSERIA™,93.0,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
SPELLWEAVER,74.0,"Free to Play,Indie,Massively Multiplayer,Strategy",0,0,0,0,0,1,1,1,0,0,0,0,1,0
SQUIRBS,65.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
IMSCARED,91.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
BUNNY HOP LEAGUE,72.0,"Indie,Sports",0,0,0,0,0,0,1,0,0,0,0,1,0,0
ADVENTUREQUEST 3D,71.0,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG,Early Access",1,1,0,0,1,1,1,1,1,0,0,0,0,0
UNSEEN DIPLOMACY,90.0,"Action,Indie,Simulation",1,0,0,0,0,0,1,0,0,0,1,0,0,0
DANCE OF DEATH,63.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NEVER AGAIN,81.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
MEGATON RAINFALL,73.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
LUCY -THE ETERNITY SHE WISHED FOR-,96.0,"Casual,Indie,Simulation",0,0,1,0,0,0,1,0,0,0,1,0,0,0
TETHERED,83.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
WOLFQUEST,89.0,"Indie,RPG,Simulation",0,0,0,0,0,0,1,0,1,0,1,0,0,0
GOLF WITH YOUR FRIENDS,90.0,"Casual,Indie,Sports,Early Access",0,0,1,0,1,0,1,0,0,0,0,1,0,0
MUSHROOM WARS,81.0,"Action,Indie,Strategy",1,0,0,0,0,0,1,0,0,0,0,0,1,0
TINY & TALL: GLEIPNIR,97.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
ALCHEMIST'S AWAKENING,80.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
CLASH OF THE MONSTERS,50.0,"Action,Free to Play,Indie",1,0,0,0,0,1,1,0,0,0,0,0,0,0
FROSTY KISS,90.0,"Adventure,Casual,Free to Play,Indie",0,1,1,0,0,1,1,0,0,0,0,0,0,0
HARD ROOM,70.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
AUTOMOBILISTA,87.0,"Racing,Simulation,Sports",0,0,0,0,0,0,0,0,0,1,1,1,0,0
PHONING HOME,71.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
AGE OF FEAR 3: THE LEGEND,93.0,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
SPACE PILGRIM EPISODE II: EPSILON INDI,86.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
PSYCHOCAT: THE ANSWER,80.0,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
KABOUNCE,93.0,"Action,Indie,Sports",1,0,0,0,0,0,1,0,0,0,0,1,0,0
WALLPAPER ENGINE,97.0,"Animation & Modeling,Design & Illustration,Utilities",0,0,0,1,0,0,0,0,0,0,0,0,0,1
WORLD'S DAWN,82.0,"Casual,Indie,RPG,Simulation",0,0,1,0,0,0,1,0,1,0,1,0,0,0
WHAT'S UNDER YOUR BLANKET !?,84.0,Simulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NEGLIGEE,80.0,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
EPIC BATTLE FANTASY 5,98.0,"Adventure,RPG,Strategy",0,1,0,0,0,0,0,0,1,0,0,0,1,0
INVERSUS DELUXE,94.0,"Action,Casual,Indie,Strategy",1,0,1,0,0,0,1,0,0,0,0,0,1,0
LOST LANDS: THE GOLDEN CURSE,95.0,"Adventure,Casual",0,1,1,0,0,0,0,0,0,0,0,0,0,0
THE TOWN OF LIGHT,81.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
DIE YOUNG,81.0,"Action,Adventure,Indie,Simulation,Early Access",1,1,0,0,1,0,1,0,0,0,1,0,0,0
SLIME RANCHER,96.0,"Action,Adventure,Indie,Simulation",1,1,0,0,0,0,1,0,0,0,1,0,0,0
HELIBORNE,80.0,"Action,Indie,Massively Multiplayer",1,0,0,0,0,0,1,1,0,0,0,0,0,0
